Flight Code,Date,Company,Pax,Gate,Passport,Departure Time (min),Departure Cluster,Departure Mu,index,SCHENGEN,TYPE,NATIONAL
RYR|23|355|D8,23/6/2023,RYANAIR,140,47,False,355.0,11.0,6.0,0,True,LC,True
TAP|23|355|D9,23/6/2023,TAP AIR PORTUGAL,169,11,False,355.0,11.0,5.0,1,True,LEG,False
EJU|23|360|D7,23/6/2023,EASYJET EUROPE,230,58,False,360.0,12.0,7.0,2,True,LC,True
EJU|23|360|D8,23/6/2023,EASYJET EUROPE,157,29,False,360.0,12.0,5.0,3,False,LC,False
EJU|23|360|D9,23/6/2023,EASYJET EUROPE,175,70,False,360.0,12.0,7.0,4,True,LC,False
RYR|23|360|D10,23/6/2023,RYANAIR,134,63,False,360.0,12.0,7.0,5,True,LC,True
DLH|23|360|D11,23/6/2023,LUFTHANSA,81,32,False,360.0,12.0,6.0,6,True,LEG,False
EJU|23|370|D6,23/6/2023,EASYJET EUROPE,142,61,False,370.0,12.0,7.0,7,True,LC,False
RYR|23|370|D7,23/6/2023,RYANAIR,132,68,False,370.0,12.0,7.0,8,True,LC,True
RYR|23|375|D61,23/6/2023,RYANAIR,169,36,False,375.0,12.0,7.0,9,True,LC,True
RYR|23|375|D62,23/6/2023,RYANAIR,176,24,False,375.0,12.0,7.0,10,True,LC,False
DLH|23|375|D63,23/6/2023,LUFTHANSA,83,45,False,375.0,12.0,6.0,11,True,LEG,False
EJU|23|380|D1,23/6/2023,EASYJET EUROPE,181,23,True,380.0,12.0,5.0,12,False,LC,False
EJU|23|390|D83,23/6/2023,EASYJET EUROPE,175,53,False,390.0,13.0,6.0,13,False,LC,False
WZZ|23|390|D84,23/6/2023,WIZZ AIR,217,2,True,390.0,13.0,8.0,14,True,LC,False
RYR|23|395|D13,23/6/2023,RYANAIR,182,39,False,395.0,13.0,8.0,15,True,LC,False
RYR|23|400|D76,23/6/2023,RYANAIR,153,44,False,400.0,13.0,6.0,16,False,LC,False
KLM|23|400|D77,23/6/2023,KLM,168,10,False,400.0,13.0,5.0,17,False,LEG,False
WZZ|23|400|D78,23/6/2023,WIZZ AIR,187,16,False,400.0,13.0,8.0,18,True,LC,True
EJU|23|405|D21,23/6/2023,EASYJET EUROPE,228,59,True,405.0,13.0,8.0,19,True,LC,True
THY|23|415|D71,23/6/2023,TURKISH AIRLINES,150,14,True,415.0,13.0,5.0,20,False,LEG,False
EJU|23|420|D40,23/6/2023,EASYJET EUROPE,151,46,False,420.0,14.0,9.0,21,True,LC,True
EJU|23|420|D41,23/6/2023,EASYJET EUROPE,179,35,False,420.0,14.0,9.0,22,True,LC,False
EJU|23|420|D42,23/6/2023,EASYJET EUROPE,177,67,False,420.0,14.0,9.0,23,True,LC,False
EJU|23|420|D43,23/6/2023,EASYJET EUROPE,170,5,False,420.0,14.0,9.0,24,True,LC,False
WZZ|23|420|D45,23/6/2023,WIZZ AIR,126,26,False,420.0,14.0,9.0,25,True,LC,False
EJU|23|425|D35,23/6/2023,EASYJET EUROPE,188,21,False,425.0,14.0,9.0,26,True,LC,True
EJU|23|425|D36,23/6/2023,EASYJET EUROPE,171,12,False,425.0,14.0,9.0,27,True,LC,False
AUA|23|425|D37,23/6/2023,AUSTRIAN AIRLINES,79,38,False,425.0,14.0,6.0,28,False,LEG,False
EJU|23|435|D23,23/6/2023,EASYJET EUROPE,173,42,False,435.0,14.0,9.0,29,True,LC,False
EJU|23|440|D67,23/6/2023,EASYJET EUROPE,35,3,False,440.0,14.0,7.0,30,False,LC,False
RYR|23|440|D68,23/6/2023,RYANAIR,165,76,True,440.0,14.0,9.0,31,True,LC,False
WZZ|23|440|D69,23/6/2023,WIZZ AIR,202,69,True,440.0,14.0,9.0,32,True,LC,True
EJU|23|445|D29,23/6/2023,EASYJET EUROPE,98,66,False,445.0,14.0,9.0,33,True,LC,True
LOT|23|445|D31,23/6/2023,LOT,27,54,False,445.0,14.0,6.0,34,False,LEG,False
SIA|23|460|D4,23/6/2023,SINGAPORE AIRLINES LTD,0,48,True,460.0,15.0,7.0,35,False,LEG,False
GFA|23|480|D74,23/6/2023,GULF AIR COMPANY G.S.C.,0,22,True,480.0,16.0,8.0,36,False,LEG,False
BAW|23|485|D25,23/6/2023,BRITISH AIRWAYS,126,52,True,485.0,16.0,8.0,37,False,LEG,False
EWG|23|485|D26,23/6/2023,EUROWINGS,49,4,False,485.0,16.0,11.0,38,True,LC,True
LGL|23|500|D77,23/6/2023,LUXAIR,22,57,False,500.0,16.0,8.0,39,False,LEG,False
EJU|23|505|D26,23/6/2023,EASYJET EUROPE,141,75,False,505.0,16.0,11.0,40,True,LC,False
BXI|23|510|D96,23/6/2023,BRUSSELS AIRLINES,69,30,False,510.0,17.0,11.0,41,True,LEG,False
WZZ|23|510|D98,23/6/2023,WIZZ AIR,171,37,False,510.0,17.0,12.0,42,True,LC,False
DLA|23|520|D65,23/6/2023,AIR DOLOMITI,114,71,False,520.0,17.0,11.0,43,True,LEG,False
