Flight Code,Date,Company,Pax,Gate,Passport,Departure Time (min),Departure Cluster,Departure Mu,index,SCHENGEN,TYPE,NATIONAL
RYR|5|350|D41,5/6/2023,RYANAIR,92,16,0,350.0,11.0,5.0,0,True,LC,True
NOS|5|355|D61,5/6/2023,NEOS,88,10,0,355.0,11.0,3.0,2,False,LEISURE,False
TAP|5|355|D62,5/6/2023,TAP AIR PORTUGAL,94,16,0,355.0,11.0,2.0,3,False,LEG,False
RYR|5|355|D60,5/6/2023,RYANAIR,182,20,0,355.0,11.0,5.0,1,True,LC,False
EJU|5|360|D45,5/6/2023,EASYJET EUROPE,183,8,0,360.0,12.0,4.0,6,False,LC,False
NOS|5|360|D47,5/6/2023,NEOS,195,10,0,360.0,12.0,4.0,8,False,LEISURE,False
EJU|5|360|D43,5/6/2023,EASYJET EUROPE,222,16,0,360.0,12.0,6.0,4,True,LC,True
EJU|5|360|D44,5/6/2023,EASYJET EUROPE,141,24,0,360.0,12.0,6.0,5,True,LC,False
RYR|5|360|D46,5/6/2023,RYANAIR,162,22,0,360.0,12.0,6.0,7,True,LC,True
EJU|5|370|D65,5/6/2023,EASYJET EUROPE,161,3,0,370.0,12.0,6.0,9,True,LC,False
RYR|5|375|D32,5/6/2023,RYANAIR,164,1,0,375.0,12.0,4.0,10,False,LC,False
DLH|5|375|D33,5/6/2023,LUFTHANSA,58,13,0,375.0,12.0,3.0,11,False,LEG,False
RYR|5|380|D79,5/6/2023,RYANAIR,178,17,0,380.0,12.0,4.0,13,False,LC,False
EJU|5|380|D78,5/6/2023,EASYJET EUROPE,180,6,0,380.0,12.0,6.0,12,True,LC,True
EJU|5|390|D40,5/6/2023,EASYJET EUROPE,146,2,0,390.0,13.0,7.0,14,True,LC,False
WZZ|5|390|D41,5/6/2023,WIZZ AIR,211,2,0,390.0,13.0,7.0,15,True,LC,False
KLM|5|400|D28,5/6/2023,KLM,160,1,0,400.0,13.0,6.0,16,True,LEG,False
WZZ|5|400|D29,5/6/2023,WIZZ AIR,165,21,0,400.0,13.0,7.0,17,True,LC,False
EJU|5|405|D3,5/6/2023,EASYJET EUROPE,181,17,0,405.0,13.0,7.0,18,True,LC,False
LAV|5|410|D30,5/6/2023,ALBASTAR,120,2,0,410.0,13.0,5.0,19,False,LC,False
NOS|5|410|D31,5/6/2023,NEOS,159,1,0,410.0,13.0,5.0,20,False,LEISURE,False
EJU|5|420|D17,5/6/2023,EASYJET EUROPE,147,24,0,420.0,14.0,8.0,21,True,LC,True
EJU|5|420|D18,5/6/2023,EASYJET EUROPE,171,6,0,420.0,14.0,8.0,22,True,LC,True
EJU|5|420|D19,5/6/2023,EASYJET EUROPE,181,1,0,420.0,14.0,8.0,23,True,LC,False
EJU|5|420|D20,5/6/2023,EASYJET EUROPE,138,6,0,420.0,14.0,8.0,24,True,LC,False
NOS|5|420|D21,5/6/2023,NEOS,183,1,0,420.0,14.0,8.0,25,True,LEISURE,False
WZZ|5|420|D23,5/6/2023,WIZZ AIR,233,15,0,420.0,14.0,8.0,26,True,LC,False
EJU|5|425|D99,5/6/2023,EASYJET EUROPE,121,18,0,425.0,14.0,8.0,27,True,LC,True
AUA|5|425|D0,5/6/2023,AUSTRIAN AIRLINES,28,3,0,425.0,14.0,7.0,28,True,LEG,False
EJU|5|430|D59,5/6/2023,EASYJET EUROPE,223,2,0,430.0,14.0,8.0,29,True,LC,True
EJU|5|430|D60,5/6/2023,EASYJET EUROPE,155,9,0,430.0,14.0,8.0,30,True,LC,True
EJU|5|430|D61,5/6/2023,EASYJET EUROPE,125,6,0,430.0,14.0,8.0,31,True,LC,False
RYR|5|440|D36,5/6/2023,RYANAIR,174,2,0,440.0,14.0,8.0,32,True,LC,True
WZZ|5|440|D38,5/6/2023,WIZZ AIR,208,3,0,440.0,14.0,8.0,33,True,LC,False
LOT|5|445|D89,5/6/2023,LOT,24,20,0,445.0,14.0,7.0,34,True,LEG,False
EJU|5|450|D51,5/6/2023,EASYJET EUROPE,120,14,0,450.0,15.0,9.0,35,True,LC,True
SIA|5|460|D87,5/6/2023,SINGAPORE AIRLINES LTD,0,1,0,460.0,15.0,6.0,36,False,LEG,False
GFA|5|480|D36,5/6/2023,GULF AIR COMPANY G.S.C.,0,18,0,480.0,16.0,7.0,38,False,LEG,False
RYR|5|480|D35,5/6/2023,RYANAIR,142,2,0,480.0,16.0,10.0,37,True,LC,True
BAW|5|485|D96,5/6/2023,BRITISH AIRWAYS,160,7,0,485.0,16.0,7.0,39,False,LEG,False
EJU|5|505|D96,5/6/2023,EASYJET EUROPE,126,1,0,505.0,16.0,10.0,40,True,LC,False
EJU|5|510|D47,5/6/2023,EASYJET EUROPE,146,20,0,510.0,17.0,11.0,41,True,LC,True
BXI|5|510|D48,5/6/2023,BRUSSELS AIRLINES,93,9,0,510.0,17.0,10.0,42,True,LEG,False
DLH|5|525|D87,5/6/2023,LUFTHANSA,91,12,0,525.0,17.0,10.0,43,True,LEG,False
