Flight Code,Date,Company,Pax,Gate,Passport,Departure Time (min),Departure Cluster,Departure Mu,index,SCHENGEN,TYPE,NATIONAL
RYR|14|355|D82,14/6/2023,RYANAIR,154,9,False,355.0,11.0,6.0,0,True,LC,True
RYR|14|355|D83,14/6/2023,RYANAIR,156,73,True,355.0,11.0,6.0,1,True,LC,False
TAP|14|355|D84,14/6/2023,TAP AIR PORTUGAL,126,30,True,355.0,11.0,5.0,2,True,LEG,False
EJU|14|360|D77,14/6/2023,EASYJET EUROPE,183,51,False,360.0,12.0,7.0,3,True,LC,True
EJU|14|360|D78,14/6/2023,EASYJET EUROPE,177,48,False,360.0,12.0,7.0,4,True,LC,True
EJU|14|365|D46,14/6/2023,EASYJET EUROPE,146,20,False,365.0,12.0,7.0,5,True,LC,False
RYR|14|365|D47,14/6/2023,RYANAIR,164,4,False,365.0,12.0,7.0,6,True,LC,True
EJU|14|370|D85,14/6/2023,EASYJET EUROPE,177,61,False,370.0,12.0,7.0,7,True,LC,True
DLH|14|375|D47,14/6/2023,LUFTHANSA,108,23,False,375.0,12.0,6.0,8,True,LEG,False
RYR|14|380|D91,14/6/2023,RYANAIR,163,71,False,380.0,12.0,7.0,9,True,LC,False
EJU|14|390|D59,14/6/2023,EASYJET EUROPE,163,34,False,390.0,13.0,6.0,10,False,LC,False
RYR|14|390|D60,14/6/2023,RYANAIR,141,63,False,390.0,13.0,6.0,11,False,LC,False
WZZ|14|390|D61,14/6/2023,WIZZ AIR,220,49,False,390.0,13.0,8.0,12,True,LC,False
RYR|14|395|D8,14/6/2023,RYANAIR,176,76,False,395.0,13.0,6.0,13,False,LC,False
KLM|14|400|D52,14/6/2023,KLM,158,38,False,400.0,13.0,7.0,14,True,LEG,False
WZZ|14|400|D53,14/6/2023,WIZZ AIR,166,11,False,400.0,13.0,8.0,15,True,LC,False
EJU|14|405|D13,14/6/2023,EASYJET EUROPE,223,26,False,405.0,13.0,8.0,16,True,LC,True
THY|14|415|D53,14/6/2023,TURKISH AIRLINES,178,58,False,415.0,13.0,5.0,17,False,LEG,False
WZZ|14|415|D54,14/6/2023,WIZZ AIR,168,36,False,415.0,13.0,8.0,18,True,LC,False
EJU|14|420|D76,14/6/2023,EASYJET EUROPE,137,54,False,420.0,14.0,9.0,19,True,LC,True
EJU|14|420|D77,14/6/2023,EASYJET EUROPE,152,13,False,420.0,14.0,9.0,20,True,LC,True
EJU|14|420|D78,14/6/2023,EASYJET EUROPE,164,22,False,420.0,14.0,9.0,21,True,LC,True
EJU|14|420|D79,14/6/2023,EASYJET EUROPE,147,19,False,420.0,14.0,9.0,22,True,LC,True
EJU|14|420|D80,14/6/2023,EASYJET EUROPE,170,65,False,420.0,14.0,9.0,23,True,LC,True
RYR|14|420|D81,14/6/2023,RYANAIR,171,48,False,420.0,14.0,9.0,24,True,LC,True
EJU|14|425|D17,14/6/2023,EASYJET EUROPE,156,19,False,425.0,14.0,9.0,25,True,LC,False
AUA|14|425|D18,14/6/2023,AUSTRIAN AIRLINES,77,18,False,425.0,14.0,8.0,26,True,LEG,False
EJU|14|430|D80,14/6/2023,EASYJET EUROPE,175,40,False,430.0,14.0,9.0,27,True,LC,True
WZZ|14|430|D81,14/6/2023,WIZZ AIR,202,71,False,430.0,14.0,9.0,28,True,LC,True
EJU|14|440|D51,14/6/2023,EASYJET EUROPE,226,75,True,440.0,14.0,7.0,29,False,LC,False
EJU|14|445|D6,14/6/2023,EASYJET EUROPE,134,61,False,445.0,14.0,9.0,30,True,LC,False
LOT|14|445|D8,14/6/2023,LOT,46,29,False,445.0,14.0,6.0,31,False,LEG,False
RYR|14|470|D67,14/6/2023,RYANAIR,171,58,False,470.0,15.0,10.0,32,True,LC,True
BAW|14|485|D10,14/6/2023,BRITISH AIRWAYS,133,33,False,485.0,16.0,8.0,33,False,LEG,False
EJU|14|485|D11,14/6/2023,EASYJET EUROPE,158,11,False,485.0,16.0,11.0,34,True,LC,False
EWG|14|500|D58,14/6/2023,EUROWINGS,28,10,False,500.0,16.0,9.0,35,False,LC,False
LGL|14|500|D59,14/6/2023,LUXAIR,35,37,False,500.0,16.0,10.0,36,True,LEG,False
EJU|14|505|D9,14/6/2023,EASYJET EUROPE,140,68,False,505.0,16.0,11.0,37,True,LC,True
WZZ|14|505|D10,14/6/2023,WIZZ AIR,157,70,False,505.0,16.0,11.0,38,True,LC,True
BXI|14|510|D77,14/6/2023,BRUSSELS AIRLINES,93,63,False,510.0,17.0,11.0,39,True,LEG,False
DLA|14|520|D50,14/6/2023,AIR DOLOMITI,95,7,False,520.0,17.0,11.0,40,True,LEG,False
WZZ|14|520|D51,14/6/2023,WIZZ AIR,170,41,False,520.0,17.0,12.0,41,True,LC,True
RYR|14|525|D5,14/6/2023,RYANAIR,153,16,False,525.0,17.0,10.0,42,False,LC,False
RYR|14|535|D96,14/6/2023,RYANAIR,178,12,False,535.0,17.0,12.0,43,True,LC,False
EJU|14|540|D61,14/6/2023,EASYJET EUROPE,163,64,False,540.0,18.0,13.0,44,True,LC,True
RYR|14|540|D62,14/6/2023,RYANAIR,172,47,False,540.0,18.0,13.0,45,True,LC,False
EWG|14|545|D38,14/6/2023,EUROWINGS,116,25,False,545.0,18.0,13.0,46,True,LC,False
DLH|14|545|D39,14/6/2023,LUFTHANSA,139,21,True,545.0,18.0,12.0,47,True,LEG,False
EJU|14|565|D64,14/6/2023,EASYJET EUROPE,166,5,False,565.0,18.0,13.0,48,True,LC,False
EJU|14|580|D80,14/6/2023,EASYJET EUROPE,170,1,True,580.0,19.0,12.0,49,False,LC,False
QTR|14|580|D82,14/6/2023,QATAR AIRWAYS,244,8,False,580.0,19.0,11.0,50,False,LEG,False
VLG|14|580|D83,14/6/2023,VUELING AIRLINES   S.A.,130,22,False,580.0,19.0,14.0,51,True,LC,True
WZZ|14|590|D40,14/6/2023,WIZZ AIR,214,44,True,590.0,19.0,12.0,52,False,LC,False
RYR|14|595|D13,14/6/2023,RYANAIR,172,15,False,595.0,19.0,14.0,53,True,LC,False
EJU|14|605|D97,14/6/2023,EASYJET EUROPE,184,24,False,605.0,20.0,13.0,54,False,LC,False
ETD|14|610|D97,14/6/2023,ETIHAD AIRWAYS,282,17,False,610.0,20.0,12.0,55,False,LEG,False
VLG|14|610|D98,14/6/2023,VUELING AIRLINES   S.A.,174,31,False,610.0,20.0,13.0,56,False,LC,False
AUA|14|615|D77,14/6/2023,AUSTRIAN AIRLINES,107,57,False,615.0,20.0,14.0,57,True,LEG,False
AFR|14|625|D9,14/6/2023,AIR FRANCE,114,27,True,625.0,20.0,12.0,58,False,LEG,False
DAL|14|630|D11,14/6/2023,DELTA AIR LINES,226,54,False,630.0,21.0,13.0,59,False,LEG,False
EZY|14|630|D14,14/6/2023,EASYJET,143,73,False,630.0,21.0,16.0,60,True,LC,True
EJU|14|640|D52,14/6/2023,EASYJET EUROPE,153,74,True,640.0,21.0,16.0,61,True,LC,False
SWR|14|640|D53,14/6/2023,SWISS  AIRLINES,101,59,False,640.0,21.0,15.0,62,True,LEG,False
LOT|14|645|D54,14/6/2023,LOT,74,72,True,645.0,21.0,15.0,63,True,LEG,False
THY|14|645|D55,14/6/2023,TURKISH AIRLINES,175,20,False,645.0,21.0,13.0,64,False,LEG,False
AEE|14|655|D41,14/6/2023,AEGEAN AIRLINES,167,4,False,655.0,21.0,15.0,65,True,LEG,False
EJU|14|655|D42,14/6/2023,EASYJET EUROPE,140,50,False,655.0,21.0,16.0,66,True,LC,False
WZZ|14|655|D44,14/6/2023,WIZZ AIR,198,46,False,655.0,21.0,16.0,67,True,LC,False
EJU|14|660|D61,14/6/2023,EASYJET EUROPE,177,45,False,660.0,22.0,15.0,68,False,LC,False
RYR|14|660|D62,14/6/2023,RYANAIR,165,49,True,660.0,22.0,17.0,69,True,LC,True
RYR|14|660|D63,14/6/2023,RYANAIR,168,62,False,660.0,22.0,17.0,70,True,LC,False
FIN|14|665|D60,14/6/2023,FINNAIR,194,2,False,665.0,22.0,16.0,71,True,LEG,False
AEA|14|665|D63,14/6/2023,AIR EUROPA LINEAS AEREAS,228,13,False,665.0,22.0,16.0,72,True,LEG,False
AAL|14|670|D64,14/6/2023,AMERICAN AIRLINES,262,43,False,670.0,22.0,14.0,73,False,LEG,False
EJU|14|670|D65,14/6/2023,EASYJET EUROPE,165,60,False,670.0,22.0,17.0,74,True,LC,False
RYR|14|670|D66,14/6/2023,RYANAIR,179,52,False,670.0,22.0,17.0,75,True,LC,False
UAL|14|670|D67,14/6/2023,UNITED AIRLINES,233,14,False,670.0,22.0,14.0,76,False,LEG,False
EJU|14|675|D58,14/6/2023,EASYJET EUROPE,142,67,False,675.0,22.0,17.0,77,True,LC,False
EJU|14|675|D59,14/6/2023,EASYJET EUROPE,180,36,False,675.0,22.0,17.0,78,True,LC,True
DLH|14|675|D60,14/6/2023,LUFTHANSA,126,35,False,675.0,22.0,16.0,79,True,LEG,False
SAS|14|680|D30,14/6/2023,SCANDINAVIAN AIRLINES SYSTEM,159,38,False,680.0,22.0,16.0,80,True,LEG,False
DAL|14|690|D33,14/6/2023,DELTA AIR LINES,213,26,False,690.0,23.0,15.0,81,False,LEG,False
EJU|14|690|D36,14/6/2023,EASYJET EUROPE,157,3,False,690.0,23.0,18.0,82,True,LC,False
RYR|14|695|D45,14/6/2023,RYANAIR,153,23,False,695.0,23.0,18.0,83,True,LC,True
EJU|14|705|D34,14/6/2023,EASYJET EUROPE,167,9,False,705.0,23.0,18.0,84,True,LC,False
TAR|14|705|D35,14/6/2023,TUNISAIR,146,30,False,705.0,23.0,15.0,85,False,LEG,False
WZZ|14|705|D36,14/6/2023,WIZZ AIR,209,69,False,705.0,23.0,18.0,86,True,LC,True
TAP|14|710|D81,14/6/2023,TAP AIR PORTUGAL,103,39,False,710.0,23.0,17.0,87,True,LEG,False
EJU|14|715|D30,14/6/2023,EASYJET EUROPE,151,51,False,715.0,23.0,18.0,88,True,LC,True
BAW|14|720|D12,14/6/2023,BRITISH AIRWAYS,128,34,False,720.0,24.0,16.0,89,False,LEG,False
EJU|14|720|D14,14/6/2023,EASYJET EUROPE,142,55,False,720.0,24.0,19.0,90,True,LC,False
