Flight Code,Date,Company,Pax,Gate,Passport,Departure Time (min),Departure Cluster,Departure Mu,index,SCHENGEN,TYPE,NATIONAL
RYR|4|355|D58,4/6/2023,RYANAIR,162,15,0,355.0,11.0,5.0,0,True,LC,False
TAP|4|355|D59,4/6/2023,TAP AIR PORTUGAL,126,13,0,355.0,11.0,4.0,1,True,LEG,False
EJU|4|360|D41,4/6/2023,EASYJET EUROPE,220,16,0,360.0,12.0,4.0,3,False,LC,False
EJU|4|360|D40,4/6/2023,EASYJET EUROPE,163,13,0,360.0,12.0,6.0,2,True,LC,True
EJU|4|360|D42,4/6/2023,EASYJET EUROPE,168,2,0,360.0,12.0,6.0,4,True,LC,False
EJU|4|365|D40,4/6/2023,EASYJET EUROPE,146,19,0,365.0,12.0,4.0,5,False,LC,False
EJU|4|370|D63,4/6/2023,EASYJET EUROPE,132,9,0,370.0,12.0,6.0,6,True,LC,False
EJU|4|375|D29,4/6/2023,EASYJET EUROPE,99,23,0,375.0,12.0,6.0,7,True,LC,False
DLH|4|375|D30,4/6/2023,LUFTHANSA,54,2,0,375.0,12.0,5.0,8,True,LEG,False
WZZ|4|375|D31,4/6/2023,WIZZ AIR,231,14,0,375.0,12.0,6.0,9,True,LC,False
RYR|4|380|D77,4/6/2023,RYANAIR,182,2,0,380.0,12.0,6.0,10,True,LC,False
RYR|4|385|D15,4/6/2023,RYANAIR,169,1,0,385.0,12.0,6.0,11,True,LC,False
EJU|4|390|D38,4/6/2023,EASYJET EUROPE,121,2,0,390.0,13.0,5.0,13,False,LC,False
EJU|4|390|D37,4/6/2023,EASYJET EUROPE,130,12,0,390.0,13.0,7.0,12,True,LC,False
WZZ|4|390|D39,4/6/2023,WIZZ AIR,197,19,0,390.0,13.0,7.0,14,True,LC,False
RYR|4|395|D1,4/6/2023,RYANAIR,174,6,0,395.0,13.0,7.0,15,True,LC,False
RYR|4|395|D2,4/6/2023,RYANAIR,157,2,0,395.0,13.0,7.0,16,True,LC,True
RYR|4|400|D26,4/6/2023,RYANAIR,154,13,0,400.0,13.0,7.0,17,True,LC,True
KLM|4|400|D27,4/6/2023,KLM,127,11,0,400.0,13.0,6.0,18,True,LEG,False
NOS|4|405|D2,4/6/2023,NEOS,150,13,0,405.0,13.0,5.0,19,False,LEISURE,False
RYR|4|410|D29,4/6/2023,RYANAIR,164,24,0,410.0,13.0,7.0,20,True,LC,False
RYR|4|415|D42,4/6/2023,RYANAIR,168,5,0,415.0,13.0,7.0,21,True,LC,True
EJU|4|420|D10,4/6/2023,EASYJET EUROPE,181,1,0,420.0,14.0,8.0,22,True,LC,False
EJU|4|420|D11,4/6/2023,EASYJET EUROPE,145,11,0,420.0,14.0,8.0,23,True,LC,False
EJU|4|420|D12,4/6/2023,EASYJET EUROPE,139,3,0,420.0,14.0,8.0,24,True,LC,True
EJU|4|420|D13,4/6/2023,EASYJET EUROPE,156,4,0,420.0,14.0,8.0,25,True,LC,False
EJU|4|420|D14,4/6/2023,EASYJET EUROPE,154,1,0,420.0,14.0,8.0,26,True,LC,True
WZZ|4|420|D16,4/6/2023,WIZZ AIR,203,10,0,420.0,14.0,8.0,27,True,LC,False
AUA|4|425|D98,4/6/2023,AUSTRIAN AIRLINES,57,19,0,425.0,14.0,7.0,28,True,LEG,False
