Flight Code,Date,Company,Pax,Gate,Passport,Departure Time (min),Departure Cluster,Departure Mu,index,SCHENGEN,TYPE,NATIONAL
ABN|27|25|D97,27/6/2023,AIR ALBANIA,96,61,False,25.0,0.0,0.0,0,False,LEG,False
TAP|27|355|D19,27/6/2023,TAP AIR PORTUGAL,168,72,False,355.0,11.0,3.0,1,False,LEG,False
EJU|27|360|D21,27/6/2023,EASYJET EUROPE,232,6,True,360.0,12.0,7.0,2,True,LC,False
EJU|27|360|D22,27/6/2023,EASYJET EUROPE,181,28,True,360.0,12.0,7.0,3,True,LC,True
EJU|27|360|D23,27/6/2023,EASYJET EUROPE,177,66,False,360.0,12.0,7.0,4,True,LC,False
RYR|27|360|D24,27/6/2023,RYANAIR,169,46,False,360.0,12.0,7.0,5,True,LC,True
DLH|27|360|D25,27/6/2023,LUFTHANSA,93,45,False,360.0,12.0,4.0,6,False,LEG,False
RYR|27|365|D52,27/6/2023,RYANAIR,137,55,False,365.0,12.0,7.0,7,True,LC,True
EJU|27|370|D14,27/6/2023,EASYJET EUROPE,174,12,True,370.0,12.0,7.0,8,True,LC,False
RYR|27|375|D67,27/6/2023,RYANAIR,71,42,True,375.0,12.0,7.0,9,True,LC,True
DLH|27|375|D68,27/6/2023,LUFTHANSA,88,31,False,375.0,12.0,6.0,10,True,LEG,False
EJU|27|380|D7,27/6/2023,EASYJET EUROPE,175,39,False,380.0,12.0,7.0,11,True,LC,False
RYR|27|380|D8,27/6/2023,RYANAIR,169,9,False,380.0,12.0,7.0,12,True,LC,False
EJU|27|390|D91,27/6/2023,EASYJET EUROPE,161,11,False,390.0,13.0,8.0,13,True,LC,True
WZZ|27|390|D93,27/6/2023,WIZZ AIR,202,58,False,390.0,13.0,8.0,14,True,LC,True
RYR|27|400|D85,27/6/2023,RYANAIR,165,60,False,400.0,13.0,8.0,15,True,LC,True
RYR|27|400|D86,27/6/2023,RYANAIR,156,13,True,400.0,13.0,8.0,16,True,LC,False
KLM|27|400|D87,27/6/2023,KLM,165,36,True,400.0,13.0,7.0,17,True,LEG,False
WZZ|27|400|D88,27/6/2023,WIZZ AIR,200,76,False,400.0,13.0,8.0,18,True,LC,False
WZZ|27|400|D89,27/6/2023,WIZZ AIR,206,53,False,400.0,13.0,6.0,19,False,LC,False
EJU|27|405|D26,27/6/2023,EASYJET EUROPE,145,64,False,405.0,13.0,8.0,20,True,LC,False
EJU|27|415|D81,27/6/2023,EASYJET EUROPE,179,32,False,415.0,13.0,8.0,21,True,LC,True
THY|27|415|D82,27/6/2023,TURKISH AIRLINES,176,15,False,415.0,13.0,5.0,22,False,LEG,False
EJU|27|420|D67,27/6/2023,EASYJET EUROPE,179,35,True,420.0,14.0,7.0,23,False,LC,False
EJU|27|420|D68,27/6/2023,EASYJET EUROPE,149,16,False,420.0,14.0,9.0,24,True,LC,True
EJU|27|420|D69,27/6/2023,EASYJET EUROPE,148,4,False,420.0,14.0,9.0,25,True,LC,False
NOS|27|420|D71,27/6/2023,NEOS,167,36,False,420.0,14.0,7.0,26,False,LEISURE,False
WZZ|27|420|D73,27/6/2023,WIZZ AIR,209,44,False,420.0,14.0,9.0,27,True,LC,True
EJU|27|425|D42,27/6/2023,EASYJET EUROPE,138,46,False,425.0,14.0,9.0,28,True,LC,False
EJU|27|425|D43,27/6/2023,EASYJET EUROPE,185,34,True,425.0,14.0,9.0,29,True,LC,True
RYR|27|425|D44,27/6/2023,RYANAIR,153,42,False,425.0,14.0,7.0,30,False,LC,False
AUA|27|425|D45,27/6/2023,AUSTRIAN AIRLINES,110,62,False,425.0,14.0,6.0,31,False,LEG,False
NOS|27|430|D2,27/6/2023,NEOS,186,47,False,430.0,14.0,7.0,32,False,LEISURE,False
EJU|27|440|D75,27/6/2023,EASYJET EUROPE,144,24,False,440.0,14.0,9.0,33,True,LC,False
EJU|27|445|D39,27/6/2023,EASYJET EUROPE,176,26,False,445.0,14.0,9.0,34,True,LC,True
SIA|27|460|D9,27/6/2023,SINGAPORE AIRLINES LTD,137,56,False,460.0,15.0,7.0,35,False,LEG,False
EJU|27|475|D19,27/6/2023,EASYJET EUROPE,228,61,True,475.0,15.0,10.0,36,True,LC,False
EJU|27|480|D80,27/6/2023,EASYJET EUROPE,170,9,True,480.0,16.0,11.0,37,True,LC,False
BAW|27|485|D30,27/6/2023,BRITISH AIRWAYS,146,50,False,485.0,16.0,8.0,38,False,LEG,False
RYR|27|485|D31,27/6/2023,RYANAIR,176,67,False,485.0,16.0,11.0,39,True,LC,False
EWG|27|500|D82,27/6/2023,EUROWINGS,97,32,False,500.0,16.0,11.0,40,True,LC,True
LGL|27|500|D83,27/6/2023,LUXAIR,105,66,False,500.0,16.0,10.0,41,True,LEG,False
NOS|27|510|D4,27/6/2023,NEOS,334,11,True,510.0,17.0,12.0,42,True,LEISURE,False
BXI|27|510|D5,27/6/2023,BRUSSELS AIRLINES,124,54,False,510.0,17.0,11.0,43,True,LEG,False
WZZ|27|510|D6,27/6/2023,WIZZ AIR,160,8,True,510.0,17.0,12.0,44,True,LC,True
TJT|27|515|D33,27/6/2023,TWIN JET,8,25,False,515.0,17.0,9.0,45,False,LEG,False
DLA|27|520|D70,27/6/2023,AIR DOLOMITI,100,41,False,520.0,17.0,11.0,46,True,LEG,False
RYR|27|535|D23,27/6/2023,RYANAIR,135,29,True,535.0,17.0,12.0,47,True,LC,False
WZZ|27|535|D24,27/6/2023,WIZZ AIR,169,38,False,535.0,17.0,12.0,48,True,LC,False
EWG|27|545|D71,27/6/2023,EUROWINGS,119,7,False,545.0,18.0,13.0,49,True,LC,False
DLH|27|545|D73,27/6/2023,LUFTHANSA,164,57,True,545.0,18.0,12.0,50,True,LEG,False
AWT|27|550|D33,27/6/2023,ALBAWINGS,146,3,False,550.0,18.0,11.0,51,False,LC,False
VLG|27|550|D36,27/6/2023,VUELING AIRLINES   S.A.,211,10,False,550.0,18.0,13.0,52,True,LC,True
RYR|27|570|D51,27/6/2023,RYANAIR,177,52,False,570.0,19.0,14.0,53,True,LC,True
QTR|27|580|D40,27/6/2023,QATAR AIRWAYS,230,19,False,580.0,19.0,11.0,54,False,LEG,False
RYR|27|585|D97,27/6/2023,RYANAIR,167,5,False,585.0,19.0,14.0,55,True,LC,False
WZZ|27|590|D76,27/6/2023,WIZZ AIR,217,39,False,590.0,19.0,12.0,56,False,LC,False
ETD|27|610|D44,27/6/2023,ETIHAD AIRWAYS,294,49,False,610.0,20.0,12.0,57,False,LEG,False
VLG|27|610|D45,27/6/2023,VUELING AIRLINES   S.A.,219,58,False,610.0,20.0,15.0,58,True,LC,True
AUA|27|615|D0,27/6/2023,AUSTRIAN AIRLINES,167,65,False,615.0,20.0,14.0,59,True,LEG,False
RYR|27|620|D53,27/6/2023,RYANAIR,172,33,False,620.0,20.0,15.0,60,True,LC,False
AFR|27|625|D56,27/6/2023,AIR FRANCE,128,28,True,625.0,20.0,14.0,61,True,LEG,False
SZN|27|625|D58,27/6/2023,AIR SENEGAL,125,74,False,625.0,20.0,12.0,62,False,LEG,False
DAL|27|630|D64,27/6/2023,DELTA AIR LINES,277,30,False,630.0,21.0,13.0,63,False,LEG,False
EJU|27|630|D65,27/6/2023,EASYJET EUROPE,164,60,False,630.0,21.0,16.0,64,True,LC,True
RYR|27|630|D67,27/6/2023,RYANAIR,183,40,False,630.0,21.0,14.0,65,False,LC,False
EJU|27|635|D92,27/6/2023,EASYJET EUROPE,177,64,False,635.0,21.0,16.0,66,True,LC,False
AEA|27|635|D93,27/6/2023,AIR EUROPA LINEAS AEREAS,178,1,True,635.0,21.0,15.0,67,True,LEG,False
EJU|27|640|D93,27/6/2023,EASYJET EUROPE,170,55,False,640.0,21.0,16.0,68,True,LC,False
RYR|27|640|D94,27/6/2023,RYANAIR,156,45,False,640.0,21.0,16.0,69,True,LC,False
