Flight Code,Date,Company,Pax,Gate,Passport,Departure Time (min),Departure Cluster,Departure Mu,index,SCHENGEN,TYPE,NATIONAL
ABN|21|25|D93,21/6/2023,AIR ALBANIA,95,71,False,25.0,0.0,0.0,0,False,LEG,False
RYR|21|355|D1,21/6/2023,RYANAIR,136,12,False,355.0,11.0,4.0,1,False,LC,False
RYR|21|355|D2,21/6/2023,RYANAIR,167,38,False,355.0,11.0,6.0,2,True,LC,True
TAP|21|355|D3,21/6/2023,TAP AIR PORTUGAL,128,59,False,355.0,11.0,5.0,3,True,LEG,False
EJU|21|360|D98,21/6/2023,EASYJET EUROPE,230,53,False,360.0,12.0,7.0,4,True,LC,False
EJU|21|360|D99,21/6/2023,EASYJET EUROPE,159,57,True,360.0,12.0,7.0,5,True,LC,True
EJU|21|360|D0,21/6/2023,EASYJET EUROPE,169,54,False,360.0,12.0,5.0,6,False,LC,False
DLH|21|360|D1,21/6/2023,LUFTHANSA,114,76,False,360.0,12.0,6.0,7,True,LEG,False
EJU|21|365|D50,21/6/2023,EASYJET EUROPE,121,46,False,365.0,12.0,7.0,8,True,LC,True
RYR|21|365|D51,21/6/2023,RYANAIR,178,19,False,365.0,12.0,7.0,9,True,LC,True
EJU|21|370|D1,21/6/2023,EASYJET EUROPE,172,68,False,370.0,12.0,7.0,10,True,LC,False
RYR|21|380|D0,21/6/2023,RYANAIR,175,70,True,380.0,12.0,7.0,11,True,LC,True
EJU|21|390|D78,21/6/2023,EASYJET EUROPE,166,56,False,390.0,13.0,8.0,12,True,LC,True
RYR|21|390|D79,21/6/2023,RYANAIR,130,24,False,390.0,13.0,8.0,13,True,LC,False
WZZ|21|390|D80,21/6/2023,WIZZ AIR,221,30,False,390.0,13.0,8.0,14,True,LC,True
RYR|21|395|D12,21/6/2023,RYANAIR,182,64,False,395.0,13.0,8.0,15,True,LC,True
KLM|21|400|D71,21/6/2023,KLM,156,74,False,400.0,13.0,7.0,16,True,LEG,False
WZZ|21|400|D72,21/6/2023,WIZZ AIR,206,21,False,400.0,13.0,8.0,17,True,LC,True
EJU|21|405|D20,21/6/2023,EASYJET EUROPE,178,73,False,405.0,13.0,6.0,18,False,LC,False
THY|21|415|D68,21/6/2023,TURKISH AIRLINES,167,65,False,415.0,13.0,5.0,19,False,LEG,False
EJU|21|420|D26,21/6/2023,EASYJET EUROPE,166,44,False,420.0,14.0,9.0,20,True,LC,False
EJU|21|420|D27,21/6/2023,EASYJET EUROPE,140,23,False,420.0,14.0,9.0,21,True,LC,True
EJU|21|420|D28,21/6/2023,EASYJET EUROPE,163,31,True,420.0,14.0,9.0,22,True,LC,True
EJU|21|420|D29,21/6/2023,EASYJET EUROPE,156,58,False,420.0,14.0,9.0,23,True,LC,True
EJU|21|420|D30,21/6/2023,EASYJET EUROPE,181,15,False,420.0,14.0,9.0,24,True,LC,True
RYR|21|420|D31,21/6/2023,RYANAIR,172,13,False,420.0,14.0,9.0,25,True,LC,True
EJU|21|425|D32,21/6/2023,EASYJET EUROPE,150,26,False,425.0,14.0,9.0,26,True,LC,True
AUA|21|425|D33,21/6/2023,AUSTRIAN AIRLINES,107,27,False,425.0,14.0,6.0,27,False,LEG,False
EJU|21|430|D90,21/6/2023,EASYJET EUROPE,184,12,False,430.0,14.0,9.0,28,True,LC,True
WZZ|21|430|D91,21/6/2023,WIZZ AIR,177,41,False,430.0,14.0,9.0,29,True,LC,True
WZZ|21|430|D92,21/6/2023,WIZZ AIR,163,47,True,430.0,14.0,7.0,30,False,LC,False
EJU|21|440|D63,21/6/2023,EASYJET EUROPE,219,25,False,440.0,14.0,9.0,31,True,LC,True
