Flight Code,Date,Company,Pax,Gate,Passport,Departure Time (min),Departure Cluster,Departure Mu,index,SCHENGEN,TYPE,NATIONAL
ABN|13|25|D87,13/6/2023,AIR ALBANIA,143,41,False,25.0,0.0,0.0,0,False,LEG,False
TAP|13|355|D81,13/6/2023,TAP AIR PORTUGAL,133,28,False,355.0,11.0,5.0,1,True,LEG,False
EJU|13|360|D73,13/6/2023,EASYJET EUROPE,228,20,False,360.0,12.0,5.0,2,False,LC,False
EJU|13|360|D74,13/6/2023,EASYJET EUROPE,174,24,False,360.0,12.0,7.0,3,True,LC,True
RYR|13|360|D75,13/6/2023,RYANAIR,167,37,True,360.0,12.0,7.0,4,True,LC,False
DLH|13|360|D76,13/6/2023,LUFTHANSA,104,4,False,360.0,12.0,6.0,5,True,LEG,False
RYR|13|365|D45,13/6/2023,RYANAIR,115,60,False,365.0,12.0,7.0,6,True,LC,False
EJU|13|370|D83,13/6/2023,EASYJET EUROPE,155,25,False,370.0,12.0,7.0,7,True,LC,True
RYR|13|375|D45,13/6/2023,RYANAIR,88,16,False,375.0,12.0,7.0,8,True,LC,True
DLH|13|375|D46,13/6/2023,LUFTHANSA,156,31,False,375.0,12.0,4.0,9,False,LEG,False
EJU|13|380|D89,13/6/2023,EASYJET EUROPE,180,68,False,380.0,12.0,7.0,10,True,LC,True
RYR|13|380|D90,13/6/2023,RYANAIR,161,6,True,380.0,12.0,7.0,11,True,LC,True
EJU|13|390|D57,13/6/2023,EASYJET EUROPE,165,43,True,390.0,13.0,8.0,12,True,LC,True
WZZ|13|390|D58,13/6/2023,WIZZ AIR,204,38,True,390.0,13.0,8.0,13,True,LC,False
RYR|13|400|D47,13/6/2023,RYANAIR,167,42,False,400.0,13.0,8.0,14,True,LC,False
RYR|13|400|D48,13/6/2023,RYANAIR,153,58,False,400.0,13.0,8.0,15,True,LC,True
KLM|13|400|D49,13/6/2023,KLM,165,40,False,400.0,13.0,7.0,16,True,LEG,False
WZZ|13|400|D50,13/6/2023,WIZZ AIR,188,9,True,400.0,13.0,8.0,17,True,LC,True
WZZ|13|400|D51,13/6/2023,WIZZ AIR,198,46,False,400.0,13.0,8.0,18,True,LC,False
EJU|13|405|D12,13/6/2023,EASYJET EUROPE,172,39,False,405.0,13.0,8.0,19,True,LC,True
EJU|13|415|D52,13/6/2023,EASYJET EUROPE,176,67,False,415.0,13.0,8.0,20,True,LC,False
