Flight Code,Date,Company,Pax,Gate,Passport,Departure Time (min),Departure Cluster,Departure Mu,index,SCHENGEN,TYPE,NATIONAL
RYR|15|355|D85,15/6/2023,RYANAIR,163,62,True,355.0,11.0,6.0,0,True,LC,True
RYR|15|355|D86,15/6/2023,RYANAIR,173,38,False,355.0,11.0,6.0,1,True,LC,False
RYR|15|355|D87,15/6/2023,RYANAIR,172,8,False,355.0,11.0,6.0,2,True,LC,False
TAP|15|355|D88,15/6/2023,TAP AIR PORTUGAL,122,68,False,355.0,11.0,5.0,3,True,LEG,False
EJU|15|360|D79,15/6/2023,EASYJET EUROPE,236,70,False,360.0,12.0,7.0,4,True,LC,False
EJU|15|360|D80,15/6/2023,EASYJET EUROPE,166,72,False,360.0,12.0,7.0,5,True,LC,True
EJU|15|360|D81,15/6/2023,EASYJET EUROPE,167,19,False,360.0,12.0,7.0,6,True,LC,False
RYR|15|360|D82,15/6/2023,RYANAIR,172,36,False,360.0,12.0,7.0,7,True,LC,True
EJU|15|370|D87,15/6/2023,EASYJET EUROPE,140,37,False,370.0,12.0,7.0,8,True,LC,True
RYR|15|370|D88,15/6/2023,RYANAIR,181,10,False,370.0,12.0,7.0,9,True,LC,False
RYR|15|385|D20,15/6/2023,RYANAIR,163,32,False,385.0,12.0,7.0,10,True,LC,True
RYR|15|385|D21,15/6/2023,RYANAIR,146,22,False,385.0,12.0,7.0,11,True,LC,False
EJU|15|390|D62,15/6/2023,EASYJET EUROPE,127,48,False,390.0,13.0,8.0,12,True,LC,False
WZZ|15|390|D63,15/6/2023,WIZZ AIR,213,39,False,390.0,13.0,8.0,13,True,LC,False
RYR|15|400|D54,15/6/2023,RYANAIR,182,75,False,400.0,13.0,8.0,14,True,LC,False
KLM|15|400|D55,15/6/2023,KLM,149,31,False,400.0,13.0,5.0,15,False,LEG,False
WZZ|15|400|D56,15/6/2023,WIZZ AIR,131,51,False,400.0,13.0,8.0,16,True,LC,True
THY|15|415|D55,15/6/2023,TURKISH AIRLINES,177,13,False,415.0,13.0,5.0,17,False,LEG,False
EJU|15|420|D83,15/6/2023,EASYJET EUROPE,147,15,False,420.0,14.0,9.0,18,True,LC,False
EJU|15|420|D84,15/6/2023,EASYJET EUROPE,172,27,False,420.0,14.0,9.0,19,True,LC,True
EJU|15|420|D85,15/6/2023,EASYJET EUROPE,186,43,False,420.0,14.0,9.0,20,True,LC,False
EJU|15|420|D86,15/6/2023,EASYJET EUROPE,172,60,False,420.0,14.0,7.0,21,False,LC,False
EJU|15|420|D87,15/6/2023,EASYJET EUROPE,150,47,False,420.0,14.0,9.0,22,True,LC,False
WZZ|15|420|D89,15/6/2023,WIZZ AIR,104,5,True,420.0,14.0,9.0,23,True,LC,False
AUA|15|425|D19,15/6/2023,AUSTRIAN AIRLINES,79,11,False,425.0,14.0,8.0,24,True,LEG,False
EJU|15|430|D82,15/6/2023,EASYJET EUROPE,205,53,False,430.0,14.0,9.0,25,True,LC,True
EJU|15|440|D52,15/6/2023,EASYJET EUROPE,113,45,False,440.0,14.0,7.0,26,False,LC,False
WZZ|15|440|D53,15/6/2023,WIZZ AIR,213,28,True,440.0,14.0,9.0,27,True,LC,True
EJU|15|445|D9,15/6/2023,EASYJET EUROPE,78,20,False,445.0,14.0,9.0,28,True,LC,True
EJU|15|450|D58,15/6/2023,EASYJET EUROPE,141,40,False,450.0,15.0,10.0,29,True,LC,True
SIA|15|460|D96,15/6/2023,SINGAPORE AIRLINES LTD,75,57,False,460.0,15.0,7.0,30,False,LEG,False
BAW|15|485|D12,15/6/2023,BRITISH AIRWAYS,151,58,False,485.0,16.0,8.0,31,False,LEG,False
EJU|15|505|D11,15/6/2023,EASYJET EUROPE,133,9,False,505.0,16.0,11.0,32,True,LC,False
BXI|15|510|D78,15/6/2023,BRUSSELS AIRLINES,85,76,False,510.0,17.0,9.0,33,False,LEG,False
DLA|15|520|D52,15/6/2023,AIR DOLOMITI,84,69,False,520.0,17.0,11.0,34,True,LEG,False
EJU|15|530|D57,15/6/2023,EASYJET EUROPE,154,37,False,530.0,17.0,12.0,35,True,LC,False
WZZ|15|530|D60,15/6/2023,WIZZ AIR,160,73,False,530.0,17.0,12.0,36,True,LC,True
WZZ|15|535|D98,15/6/2023,WIZZ AIR,166,61,True,535.0,17.0,12.0,37,True,LC,False
EJU|15|540|D64,15/6/2023,EASYJET EUROPE,142,62,False,540.0,18.0,13.0,38,True,LC,False
EWG|15|545|D41,15/6/2023,EUROWINGS,36,74,False,545.0,18.0,13.0,39,True,LC,False
RYR|15|545|D42,15/6/2023,RYANAIR,116,10,False,545.0,18.0,13.0,40,True,LC,True
DLH|15|545|D43,15/6/2023,LUFTHANSA,95,46,False,545.0,18.0,12.0,41,True,LEG,False
RYR|15|555|D70,15/6/2023,RYANAIR,178,36,False,555.0,18.0,13.0,42,True,LC,True
VLG|15|555|D72,15/6/2023,VUELING AIRLINES   S.A.,159,64,False,555.0,18.0,13.0,43,True,LC,True
EJU|15|565|D65,15/6/2023,EASYJET EUROPE,147,18,False,565.0,18.0,13.0,44,True,LC,False
EJU|15|580|D85,15/6/2023,EASYJET EUROPE,181,34,False,580.0,19.0,14.0,45,True,LC,False
ASL|15|580|D87,15/6/2023,AIR SERBIA,72,48,False,580.0,19.0,11.0,46,False,LEG,False
QTR|15|580|D88,15/6/2023,QATAR AIRWAYS,244,67,True,580.0,19.0,11.0,47,False,LEG,False
VLG|15|580|D89,15/6/2023,VUELING AIRLINES   S.A.,180,26,False,580.0,19.0,14.0,48,True,LC,True
GFA|15|585|D73,15/6/2023,GULF AIR COMPANY G.S.C.,42,42,False,585.0,19.0,11.0,49,False,LEG,False
WZZ|15|590|D44,15/6/2023,WIZZ AIR,231,55,False,590.0,19.0,14.0,50,True,LC,False
RYR|15|595|D16,15/6/2023,RYANAIR,147,29,False,595.0,19.0,14.0,51,True,LC,True
RYR|15|600|D11,15/6/2023,RYANAIR,167,39,False,600.0,20.0,15.0,52,True,LC,False
RYR|15|605|D99,15/6/2023,RYANAIR,162,25,False,605.0,20.0,15.0,53,True,LC,False
ETD|15|610|D0,15/6/2023,ETIHAD AIRWAYS,299,59,False,610.0,20.0,12.0,54,False,LEG,False
